NrRegisto,DataRegisto,NomeAlojamento,Modalidade,NrCamas,NrUtentes,MoradaFornecida,CodPostal,Freguesia,RuaPadronizada,RuaMatch,LimpezaDados,Ano,Mes,NrPredio,Endereco,Latitude,Longitude
44338/AL,2017-05-05,Calçada do Duque 55 - AFE,Apartamento,1.0,2,"Calçada Duque, 55",1200-155,Santa Maria Maior,calçada duque,calçada do duque,done,2017,5,55.0,"calçada do duque, 55",38.7130853,-9.1426215
44339/AL,2017-05-05,Calçada do Duque 55 - AFE,Apartamento,2.0,4,"Calçada Duque, 55",1200-155,Santa Maria Maior,calçada duque,calçada do duque,done,2017,5,55.0,"calçada do duque, 55",38.7130853,-9.1426215
4434/AL,2012-12-12,Wonderful Lisboa São Vicente,Apartamento,3.0,5,"Calçada São Vicente, 106",1100-573,São Vicente,calçada são vicente,calçada de são vicente,done,2012,12,106.0,"calçada de são vicente, 106",38.7145084,-9.1284725
44343/AL,2017-05-05,Calçada do Duque 55 - 1,Apartamento,4.0,7,"Calçada Duque, 55",1200-155,Santa Maria Maior,calçada duque,calçada do duque,done,2017,5,55.0,"calçada do duque, 55",38.7130853,-9.1426215
44345/AL,2017-05-05,Calçada do Duque 55 - 2,Apartamento,4.0,7,"Calçada Duque, 55",1200-155,Santa Maria Maior,calçada duque,calçada do duque,done,2017,5,55.0,"calçada do duque, 55",38.7130853,-9.1426215
44352/AL,2017-05-05,Calçada do Duque 55 - 3,Apartamento,3.0,6,"Calçada Duque, 55",1200-155,Santa Maria Maior,calçada duque,calçada do duque,done,2017,5,55.0,"calçada do duque, 55",38.7130853,-9.1426215
44364/AL,2017-05-05,Casa da Avenida Lisboa,Estabelecimento de hospedagem,7.0,9,"Avenida Almirante Reis, 189",1000-048,Arroios,avenida almirante reis,avenida almirante reis,done,2017,5,189.0,"avenida almirante reis, 189",38.7354735,-9.134352
44378/AL,2016-03-15,ALL YOU NEED IS LISBOA,Apartamento,2.0,4,"Rua Luz Soriano, 80",1200-248,Misericórdia,rua luz soriano,rua luz soriano,done,2016,3,80.0,"rua luz soriano, 80",38.7123388,-9.1456809
44392/AL,2017-05-05,Apt in Lisbon Marina,Apartamento,1.0,3,"Rua dos Argonautas, 5",1990-013,Parque das Nações,rua dos argonautas,rua dos argonautas,done,2017,5,5.0,"rua dos argonautas, 5",38.7563961,-9.0981748
444/AL,2014-11-25,Boavista 30,Apartamento,2.0,3,"Rua Boavista, 30",1200-067,Misericórdia,rua boavista,rua da boavista,done,2014,11,30.0,"rua da boavista, 30",38.7085604,-9.1518048
44403/AL,2017-05-05,RESTAURADORES 72 APARTMENT,Apartamento,5.0,6,"Praça Restauradores, 72",1250-188,Santa Maria Maior,praça restauradores,praça dos restauradores,done,2017,5,72.0,"praça dos restauradores, 72",38.7157831,-9.1410938
4442/AL,2014-01-17,Inn Possible Lisbon Hostel,Estabelecimento de hospedagem-Hostel,6.0,44,"Rua Regedor, 3",1100-433,Santa Maria Maior,rua regedor,rua do regedor,done,2014,1,3.0,"rua do regedor, 3",38.7123388,-9.1359517
44424/AL,2017-05-05,Old Lisbon Sun Terrace,Apartamento,1.0,2,"Largo Trigueiros, 11",1100-611,Santa Maria Maior,largo trigueiros,largo dos trigueiros,done,2017,5,11.0,"largo dos trigueiros, 11",38.7139217,-9.1359517
44430/AL,2017-05-05,Old Lisbon Bairro Alto Sun Terrace 2,Apartamento,1.0,2,"Travessa Caldeira, 3",1200-084,Misericórdia,travessa caldeira,travessa do caldeira,done,2017,5,3.0,"travessa do caldeira, 3",38.7096768,-9.1498119
44432/AL,2017-05-05,Alfama 2 You,Apartamento,1.0,2,"Zona  Escolas Gerais, 31",1100-214,São Vicente,zona  escolas gerais,escolas gerais,done,2017,5,31.0,"escolas gerais, 31",38.7138702,-9.1285577
44433/AL,2017-05-05,Old Lisbon Baixa Mouraria,Apartamento,2.0,4,"Travessa Terreirinho, 1",1100-600,Santa Maria Maior,travessa terreirinho,travessa do terreirinho,done,2017,5,1.0,"travessa do terreirinho, 1",38.7168476,-9.1327976
44437/AL,2017-05-05,Old Lisbon Bairro Alto Terrace,Apartamento,2.0,4,"Calçada Combro, 22",1200-113,Misericórdia,calçada combro,calçada do combro,done,2017,5,22.0,"calçada do combro, 22",38.7109745,-9.1463256
44449/AL,2017-05-05,Casa Amarela,Apartamento,2.0,6,"Avenida Columbano Bordalo Pinheiro, 71",1070-061,Campolide,avenida columbano bordalo pinheiro,avenida columbano bordalo pinheiro,done,2017,5,71.0,"avenida columbano bordalo pinheiro, 71",38.7381671,-9.1625002
44454/AL,2017-05-05,Rua de São Bento 17,Apartamento,4.0,6,"Rua São Bento, 17",1200-815,Misericórdia,rua são bento,rua dos poiais de são bento,done,2017,5,17.0,"rua dos poiais de são bento, 17",38.7109055,-9.1504682
44462/AL,2017-05-05,Home to You,Apartamento,2.0,3,"Avenida Duque Loulé, 58",1050-090,Santo António,avenida duque loulé,avenida duque de loulé,done,2017,5,58.0,"avenida duque de loulé, 58",38.7279584,-9.1455773
44463/AL,2017-05-05,PALACE,Apartamento,3.0,6,"Rua Campo Mártires da Pátria, 11",1150-224,Arroios,rua campo mártires da pátria,campo dos mártires da pátria,manual,2017,5,11.0,"campo dos mártires da pátria, 11",38.7200985,-9.1402611
44482/AL,2017-05-06,Charming Apartment II,Apartamento,4.0,6,"Rua Arroios, 21",1150-053,Arroios,rua arroios,rua de arroios,done,2017,5,21.0,"rua de arroios, 21",38.7281225,-9.1363267
44483/AL,2017-05-06,Alojamento Local,Apartamento,2.0,3,"Travessa Caldeira, 32",1200-085,Misericórdia,travessa caldeira,travessa do caldeira,done,2017,5,32.0,"travessa do caldeira, 32",38.7099704,-9.149771
44498/AL,2017-05-08,As Portas do Castelo - Studio,Estabelecimento de hospedagem,2.0,5,"Rua Chão da Feira, 31-33",1100-143,Santa Maria Maior,rua chão da feira,rua do chão da feira,done,2017,5,33.0,"rua do chão da feira, 33",38.7120589,-9.1327926
44500/AL,2017-05-08,As Portas do Castelo - Duplex,Estabelecimento de hospedagem,3.0,7,"Rua Chão da Feira, 31-33",1100-143,Santa Maria Maior,rua chão da feira,rua do chão da feira,done,2017,5,33.0,"rua do chão da feira, 33",38.7120589,-9.1327926
44514/AL,2017-05-08,Appartment Lisbonne Estrela,Apartamento,2.0,4,"Rua São Ciro, 51",1200-830,Estrela,rua são ciro,rua de são ciro,done,2017,5,51.0,"rua de são ciro, 51",38.7121769,-9.1617592
4452/AL,2015-01-20,Casa das Gáveas,Apartamento,3.0,4,"Rua Gáveas, 12",1200-208,Misericórdia,rua gáveas,rua das gáveas,manual,2015,1,12.0,"rua das gáveas, 12",38.7109941,-9.1433411
4453/AL,2014-11-26,Hostel hu,Apartamento,8.0,13,"Rua Pedras Negras, 61",1100-402,Santa Maria Maior,rua pedras negras,rua das pedras negras,done,2014,11,61.0,"rua das pedras negras, 61",38.7108096,-9.1352388
44532/AL,2017-05-08,4U Lisbon IV Guest House,Estabelecimento de hospedagem,16.0,26,"Avenida Estados Unidos da América, 100",1700-179,Alvalade,avenida estados unidos da américa,avenida dos estados unidos da américa,done,2017,5,100.0,"avenida dos estados unidos da américa, 100",38.7496049,-9.1425678
44539/AL,2017-05-08,"Estrela Cozy, quite and sunny apartment",Apartamento,2.0,3,"Travessa Outeiro, 14",1200-749,Estrela,travessa outeiro,travessa do outeiro,done,2017,5,14.0,"travessa do outeiro, 14",38.71189520000001,-9.159624
44540/AL,2017-05-08,Apartment Estrela-Heart,Apartamento,2.0,4,"Rua São Ciro, 51",1200-830,Estrela,rua são ciro,rua de são ciro,done,2017,5,51.0,"rua de são ciro, 51",38.7121769,-9.1617592
4455/AL,2010-10-25,Ana Rita Madail Fazenda,Apartamento,8.0,8,"Rua Salitre, 49",1250-198,Santo António,rua salitre,rua do salitre,done,2010,10,49.0,"rua do salitre, 49",38.7197148,-9.1466967
44555/AL,2017-05-08,JUNQUEIRA APT,Apartamento,4.0,8,"Rua Academia Recreativa de Santo Amaro, 6",1300-001,Alcântara,rua academia recreativa de santo amaro,rua da academia recreativa de santo amaro,done,2017,5,6.0,"rua da academia recreativa de santo amaro, 6",38.7011523,-9.1840193
44563/AL,2017-05-08,GET YOUR PARADISE,Moradia,8.0,10,"Rua Duarte Lobo, 57",1700-148,Alvalade,rua duarte lobo,rua duarte lobo,done,2017,5,57.0,"rua duarte lobo, 57",38.753923,-9.133306
44564/AL,2017-05-08,GENERAL APT,Apartamento,5.0,10,"Avenida General Roçadas, 34G 2º",1170-163,Penha de França,avenida general roçadas,avenida general roçadas,done,2017,5,2.0,"avenida general roçadas, 34",38.726038053492395,-9.128300974864532
44575/AL,2017-05-08,Casa Almeida,Apartamento,4.0,8,"Rua Carvalho Araújo, 92",1900-138,Penha de França,rua carvalho araújo,rua carvalho araújo,done,2017,5,92.0,"rua carvalho araújo, 92",38.7354407,-9.1310833
44586/AL,2017-05-08,Studio 9 + Rooftop Terrace,Apartamento,5.0,5,"Rua Moeda, 1",1200-275,Misericórdia,rua moeda,rua da moeda,done,2017,5,1.0,"rua da moeda, 1",38.7078495,-9.1471564
4459/AL,2015-01-20,Skyview Lisbon House,Apartamento,2.0,3,"Rua Graça, 30",1170-170,São Vicente,rua graça,rua da graça,done,2015,1,30.0,"rua da graça, 30",38.7205679,-9.1302013
44601/AL,2017-05-08,Mouraria Deluxe,Apartamento,1.0,2,"Rua São Pedro Mártir, 79",1100-556,Santa Maria Maior,rua são pedro mártir,rua de são pedro mártir,done,2017,5,79.0,"rua de são pedro mártir, 79",38.7151483,-9.1356996
44604/AL,2017-05-08,Madragoa - Cozy Studio,Apartamento,1.0,2,"Travessa Inglesinhas, 22",1200-687,Estrela,travessa inglesinhas,travessa das inglesinhas,done,2017,5,22.0,"travessa das inglesinhas, 22",38.7091414,-9.1550806
44605/AL,2017-05-08,Bica Chic,Apartamento,1.0,2,"Travessa Marquês Sampaio, 44",1200-262,Misericórdia,travessa marquês sampaio,travessa do marquês de sampaio,done,2017,5,44.0,"travessa do marquês de sampaio, 44",38.7090943,-9.1489572
44607/AL,2017-05-08,Milena,Apartamento,4.0,6,"Rua Saudade, 43",1100-582,Santa Maria Maior,rua saudade,rua da saudade,done,2017,5,43.0,"rua da saudade, 43",38.711389,-9.133055
44608/AL,2017-05-08,Ladra Cozy Studio,Apartamento,1.0,2,"Rua Mirante, 5",1100-355,São Vicente,rua mirante,rua do mirante,done,2017,5,5.0,"rua do mirante, 5",38.7166694,-9.1218195
4461/AL,2014-11-26,Hostel hu,Apartamento,8.0,13,"Rua Pedras Negras, 61",1100-402,Santa Maria Maior,rua pedras negras,rua das pedras negras,done,2014,11,61.0,"rua das pedras negras, 61",38.7108096,-9.1352388
44617/AL,2017-05-09,Casa do Pátio,Apartamento,2.0,4,"Travessa Caldeira, 19",1200-084,Misericórdia,travessa caldeira,travessa do caldeira,done,2017,5,19.0,"travessa do caldeira, 19",38.7098423,-9.1498397
44632/AL,2017-05-09,Fabulous Journey,Apartamento,4.0,6,"Rua São Pedro Mártir, 49",1100-555,Santa Maria Maior,rua são pedro mártir,rua de são pedro mártir,done,2017,5,49.0,"rua de são pedro mártir, 49",38.7147725,-9.135868
44635/AL,2017-05-09,Fabulous Journey,Apartamento,3.0,6,"Rua São Pedro Mártir, 49",1100-555,Santa Maria Maior,rua são pedro mártir,rua de são pedro mártir,done,2017,5,49.0,"rua de são pedro mártir, 49",38.7147725,-9.135868
44642/AL,2017-05-09,Beco do Belo apartment,Apartamento,1.0,3,"Beco do Belo, 26",1100-081,Santa Maria Maior,beco do belo,beco do belo,done,2017,5,26.0,"beco do belo, 26",38.7125496,-9.1257342
44649/AL,2017-05-09,Awesome View II,Apartamento,1.0,5,"Rua Limoeiro, 7",1100-308,Santa Maria Maior,rua limoeiro,rua do limoeiro,done,2017,5,7.0,"rua do limoeiro, 7",38.7113128,-9.130749
44658/AL,2017-05-09,Villa Blanco,Moradia,8.0,10,"Rua Professor César Oliveira, 9",1600-814,Lumiar,rua professor césar oliveira,rua professor césar oliveira,done,2017,5,9.0,"rua professor césar oliveira, 9",38.7651553,-9.1671453
44660/AL,2017-05-09,Beco do Belo Apartment,Apartamento,2.0,3,"Beco do Belo, 26",1100-081,Santa Maria Maior,beco do belo,beco do belo,done,2017,5,26.0,"beco do belo, 26",38.7125496,-9.1257342
44663/AL,2017-05-09,Awesome View I,Apartamento,1.0,5,"Rua Limoeiro, 7",1100-308,Santa Maria Maior,rua limoeiro,rua do limoeiro,done,2017,5,7.0,"rua do limoeiro, 7",38.7113128,-9.130749
44665/AL,2017-05-09,Boutique Rooms and Apartments of Unknown Lisbon,Apartamento,5.0,6,"Rua Fanqueiros, 165",1100-228,Santa Maria Maior,rua fanqueiros,rua dos fanqueiros,done,2017,5,165.0,"rua dos fanqueiros, 165",38.7115851,-9.1363937
4467/AL,2014-11-26,Hostel hu,Apartamento,8.0,13,"Rua Pedras Negras, 61",1100-402,Santa Maria Maior,rua pedras negras,rua das pedras negras,done,2014,11,61.0,"rua das pedras negras, 61",38.7108096,-9.1352388
44676/AL,2017-05-09,Duplex - Castelo S. Jorge,Apartamento,2.0,4,"Beco Fróis, 17",1100-259,Santa Maria Maior,beco fróis,beco dos fróis,done,2017,5,17.0,"beco dos fróis, 17",38.7142142,-9.1313939
44711/AL,2017-05-09,Apartamento Chiado Bairro Alto,Apartamento,3.0,6,"Rua Loreto, 50",1200-242,Misericórdia,rua loreto,rua do loreto,done,2017,5,50.0,"rua do loreto, 50",38.7107017,-9.1447415
44741/AL,2017-05-09,Apartamento Mouraria,Apartamento,2.0,3,"Travessa Fontaínhas, 1",1100-248,Santa Maria Maior,travessa fontaínhas,travessa das fontaínhas,done,2017,5,1.0,"travessa das fontaínhas, 1",38.7146735,-9.135601
44743/AL,2017-05-09,Lisbon Charming Sunny Studio & Terrace 3,Apartamento,1.0,2,"Rua Páscoa, 83",1250-178,Campo de Ourique,rua páscoa,rua da páscoa,done,2017,5,83.0,"rua da páscoa, 83",38.7189269,-9.1596128
44744/AL,2017-05-09,City Stays Bica Apartment,Apartamento,3.0,6,"Rua Bica Duarte Belo, 6-8",1200-056,Misericórdia,rua bica duarte belo,rua da bica duarte belo,done,2017,5,8.0,"rua da bica duarte belo, 8",38.7095782,-9.1462429
44745/AL,2017-05-09,MY LX FLAT SALDANHA,Apartamento,3.0,6,"Rua Tomás Ribeiro, 16",1050-229,Avenidas Novas,rua tomás ribeiro,rua tomás ribeiro,done,2017,5,16.0,"rua tomás ribeiro, 16",38.731361,-9.1482928
44746/AL,2017-05-09,Mouraria Deluxe,Apartamento,1.0,2,"Rua São Pedro Mártir, 79",1100-556,Santa Maria Maior,rua são pedro mártir,rua de são pedro mártir,done,2017,5,79.0,"rua de são pedro mártir, 79",38.7151483,-9.1356996
44747/AL,2017-05-09,PRIME LISBON APARTMENTS,Apartamento,4.0,4,"Praça São Paulo, 1",1200-425,Misericórdia,praça são paulo,praça de são paulo,done,2017,5,1.0,"praça de são paulo, 1",38.70747840000001,-9.1446106
44748/AL,2017-05-09,City Stays Bica Apartment,Apartamento,4.0,6,"Rua Bica Duarte Belo, 6-8",1200-056,Misericórdia,rua bica duarte belo,rua da bica duarte belo,done,2017,5,8.0,"rua da bica duarte belo, 8",38.7095782,-9.1462429
44749/AL,2017-05-09,Rustic Apartment,Apartamento,4.0,8,"Rua Rodrigues Sampaio, 98",1150-281,Santo António,rua rodrigues sampaio,rua rodrigues sampaio,done,2017,5,98.0,"rua rodrigues sampaio, 98",38.7232436,-9.1466438
44750/AL,2017-05-09,City Stays Bica Apartment,Apartamento,7.0,10,"Rua Bica Duarte Belo, 6-8",1200-056,Misericórdia,rua bica duarte belo,rua da bica duarte belo,done,2017,5,8.0,"rua da bica duarte belo, 8",38.7095782,-9.1462429
44751/AL,2017-05-09,City Stays Bica Apartment,Apartamento,4.0,6,"Rua Bica Duarte Belo, 6-8",1200-056,Misericórdia,rua bica duarte belo,rua da bica duarte belo,done,2017,5,8.0,"rua da bica duarte belo, 8",38.7095782,-9.1462429
4476/AL,2009-06-17,Pensão Residencial Norte,Estabelecimento de hospedagem,41.0,68,"Rua Douradores, 161",1100-205,Santa Maria Maior,rua douradores,rua dos douradores,done,2009,6,161.0,"rua dos douradores, 161",38.7128558,-9.1373099
44784/AL,2017-05-10,Le Flat - Santa Catarina II,Apartamento,4.0,6,"Rua Sol A Santa Catarina, 17",1200-453,Misericórdia,rua sol a santa catarina,rua do sol a santa catarina,done,2017,5,17.0,"rua do sol a santa catarina, 17",38.7103834,-9.1486108
44785/AL,2017-05-10,Casa do Tejo,Apartamento,3.0,4,"Rua General Massano de Amorim, 19",1300-270,Ajuda,rua general massano de amorim,rua general massano de amorim,done,2017,5,19.0,"rua general massano de amorim, 19",38.7024793,-9.2005273
44787/AL,2017-05-10,Le Flat - Santa Catarina III,Apartamento,4.0,6,"Rua Sol A Santa Catarina, 17",1200-453,Misericórdia,rua sol a santa catarina,rua do sol a santa catarina,done,2017,5,17.0,"rua do sol a santa catarina, 17",38.7103834,-9.1486108
44794/AL,2017-05-10,"Garrafeira, Typical Apartments",Apartamento,1.0,2,"Rua Farinhas, 56",1100-237,Santa Maria Maior,rua farinhas,rua das farinhas,done,2017,5,56.0,"rua das farinhas, 56",38.7140536,-9.1352438
44808/AL,2017-05-10,Amoreiras Cozy Apartment,Apartamento,4.0,6,"Rua Tenente Ferreira Durão, 18",1350-315,Campo de Ourique,rua tenente ferreira durão,rua tenente ferreira durão,done,2017,5,18.0,"rua tenente ferreira durão, 18",38.718736,-9.16737
4481/AL,2014-11-26,Hostel hu,Apartamento,8.0,10,"Rua Pedras Negras, 61",1100-402,Santa Maria Maior,rua pedras negras,rua das pedras negras,done,2014,11,61.0,"rua das pedras negras, 61",38.7108096,-9.1352388
4484/AL,2010-11-04,Casa de Hospedes,Estabelecimento de hospedagem,15.0,30,"Travessa Fala-Só, 18",1250-110,Santo António,travessa fala-só,travessa do falasó,manual,2010,11,18.0,"travessa do falasó, 18",38.7160102,-9.1437376
44860/AL,2017-05-10,Modern & Bright Avenidas Novas II,Apartamento,4.0,5,"Rua Adriano Correia de Oliveira, 6",1600-312,Avenidas Novas,rua adriano correia de oliveira,rua adriano correia de oliveira,done,2017,5,6.0,"rua adriano correia de oliveira, 6",38.7472553,-9.1525674
44869/AL,2017-05-10,Alfama Duplex,Apartamento,3.0,5,"Travessa Zagalo, 10",1100-623,São Vicente,travessa zagalo,travessa do zagalo,done,2017,5,10.0,"travessa do zagalo, 10",38.7145135,-9.1244783
44874/AL,2017-05-10,Martim Moniz Apartments,Estabelecimento de hospedagem,3.0,4,"Travessa Arco da Graça Edifício 2, 3",1150-052,Santa Maria Maior,travessa arco da graça edifício,travessa do arco da graça,done,2017,5,3.0,"travessa do arco da graça, 3",38.7156815,-9.1373346
44893/AL,2017-05-10,Alfama Suite View,Apartamento,2.0,4,"Rua Adiça, 66",1100-007,Santa Maria Maior,rua adiça,rua da adiça,done,2017,5,66.0,"rua da adiça, 66",38.7110147,-9.1300682
44897/AL,2017-05-10,Rua da Madalena,Apartamento,2.0,4,"Rua da Madalena, 283",1100-320,Santa Maria Maior,rua da madalena,rua da madalena,done,2017,5,283.0,"rua da madalena, 283",38.7133502,-9.136597
44899/AL,2017-05-10,Lisbon Bica,Apartamento,2.0,3,"Calçada Bica Grande, 45",1200-058,Misericórdia,calçada bica grande,calçada da bica grande,done,2017,5,45.0,"calçada da bica grande, 45",38.709237,-9.146147400000002
44900/AL,2017-05-10,Gulbenkian 2 Bedroom With Private Garden,Apartamento,3.0,6,"Rua Marquês Sá da Bandeira, 118",1050-151,Avenidas Novas,rua marquês sá da bandeira,rua marquês de sá da bandeira,done,2017,5,118.0,"rua marquês de sá da bandeira, 118",38.7386987,-9.1524651
44902/AL,2017-05-10,PRIME LISBON APARTMENTS,Apartamento,1.0,2,"Travessa do Carvalho, 1",1200-425,Misericórdia,travessa do carvalho,travessa do carvalho,done,2017,5,1.0,"travessa do carvalho, 1",38.7077367,-9.145331
44909/AL,2017-05-10,Sunny Terrace Apartment,Apartamento,2.0,4,"Rua Antero de Quental, 44",1150-041,Arroios,rua antero de quental,rua antero de quental,done,2017,5,44.0,"rua antero de quental, 44",38.7230984,-9.1365104
44910/AL,2017-05-10,A Glória,Apartamento,3.0,5,"Rua Santo António da Glória, 18",1250-217,Santo António,rua santo antónio da glória,rua de santo antónio da glória,done,2017,5,18.0,"rua de santo antónio da glória, 18",38.7165403,-9.1444592
44912/AL,2017-05-10,B in B Downtown Suits,Estabelecimento de hospedagem,6.0,10,"1ª Rua dos Douradores, 126",1100-207,Santa Maria Maior,rua dos douradores,rua dos douradores,done,2017,5,126.0,"rua dos douradores, 126",38.7117217,-9.1367281
44920/AL,2017-05-11,Mouraria Apartments 2D,Apartamento,3.0,5,"Travessa Terreirinho, 6A 2º Dto.",1100-601,Santa Maria Maior,travessa terreirinho,travessa do terreirinho,done,2017,5,2.0,"travessa do terreirinho, 2",38.7170132,-9.1327261
44946/AL,2017-05-11,Rua do Sol a Santa Catarina,Apartamento,2.0,4,"Rua de Sol a Santa Catarina , 28",1200-455,Misericórdia,rua de sol a santa catarina,rua de santa catarina,done,2017,5,28.0,"rua de santa catarina, 28",38.7097601,-9.1488953
44947/AL,2017-05-11,Origami Lisbon Hostel,Estabelecimento de hospedagem-Hostel,11.0,18,"Rua Álvaro Coutinho, 6",1150-025,Arroios,rua álvaro coutinho,rua álvaro coutinho,done,2017,5,6.0,"rua álvaro coutinho, 6",38.72489729999999,-9.1342587
44955/AL,2017-05-11,Largo da Sé,Apartamento,2.0,4,"Largo da Sé, 7",1100-499,Santa Maria Maior,largo da sé,largo da sé,done,2017,5,7.0,"largo da sé, 7",38.7100147,-9.1332499
4498/AL,2012-04-19,APARTAMENTO,Apartamento,4.0,6,"Escadinhas Remédios, 6",1100-440,Santa Maria Maior,escadinhas remédios,escadinhas dos remédios,done,2012,4,6.0,"escadinhas dos remédios, 6",38.7128209,-9.1258844
44980/AL,2017-05-11,"Lx Technology, Unipessoal Lda.",Apartamento,1.0,3,"Rua de São Miguel, 57",1100-542,Santa Maria Maior,rua de são miguel,rua de são miguel,done,2017,5,57.0,"rua de são miguel, 57",38.7114102,-9.1288856
4499/AL,2010-11-04,Pensão Elegante,Estabelecimento de hospedagem,15.0,21,"Travessa Fala-Só, 14",1250-110,Santo António,travessa fala-só,travessa do falasó,manual,2010,11,14.0,"travessa do falasó, 14",38.7159279,-9.1436163
44998/AL,2017-05-11,SC 3i,Apartamento,5.0,5,"Campo Santa Clara, 140",1100-474,São Vicente,campo santa clara,campo de santa clara,done,2017,5,140.0,"campo de santa clara, 140",38.7159826,-9.1251599
450/AL,2014-12-04,Bica 1,Apartamento,7.0,8,"Rua Almada, 38",1200-021,Misericórdia,rua almada,rua do almada,done,2014,12,38.0,"rua do almada, 38",38.7104259,-9.1464536
45006/AL,2017-05-11,Belém Apartment,Apartamento,1.0,2,"Rua Bartolomeu Dias, 106",1400-030,Belém,rua bartolomeu dias,rua bartolomeu dias,done,2017,5,106.0,"rua bartolomeu dias, 106",38.69540990000001,-9.2121447
45023/AL,2017-05-11,Castelo de São Jorge And Tram 28,Apartamento,4.0,6,"Rua Senhora Glória, 100",1170-352,São Vicente,rua senhora glória,rua da senhora da glória,done,2017,5,100.0,"rua da senhora da glória, 100",38.7192724,-9.1278815
45024/AL,2017-05-11,Love Inn - Bairro Alto II,Apartamento,3.0,6,"Rua Diário de Notícias, 44",1200-141,Misericórdia,rua diário de notícias,rua do diário de notícias,done,2017,5,44.0,"rua do diário de notícias, 44",38.7117744,-9.1440632
45033/AL,2017-05-11,Litle Cottage House,Apartamento,4.0,6,"Rua Quintinha, 54",1200-366,Misericórdia,rua quintinha,rua da quintinha,done,2017,5,54.0,"rua da quintinha, 54",38.71328219999999,-9.1520674
45035/AL,2017-05-11,Love Inn - Bairro Alto IV,Apartamento,3.0,6,"Rua Diário de Notícias, 44",1200-141,Misericórdia,rua diário de notícias,rua do diário de notícias,done,2017,5,44.0,"rua do diário de notícias, 44",38.7117744,-9.1440632
45045/AL,2017-05-11,Love Inn - Bairro Alto III,Apartamento,2.0,5,"Rua Diário de Notícias, 44",1200-141,Misericórdia,rua diário de notícias,rua do diário de notícias,done,2017,5,44.0,"rua do diário de notícias, 44",38.7117744,-9.1440632
